FIR_ID,Timestamp,City,State,Address,Latitude,Longitude,Crime_Type,IPC_Section,Police_Station,Status
FIR3207,2023-06-11 15:47:55,Prayagraj,Uttar Pradesh,"856 Gali, Prayagraj, Uttar Pradesh",25.657869,81.970927,Murder,IPC 498A,Lajpat Nagar,Charge Sheet Filed
FIR3208,2023-02-07 17:25:58,Bangalore,Karnataka,"459 Main Road, Bangalore, Karnataka",12.879068,77.337029,Dowry,IPC 323,Lajpat Nagar,Closed
FIR3209,2024-08-16 01:37:18,Bangalore,Karnataka,"162 Sector, Bangalore, Karnataka",12.685873,77.738006,Theft,IPC 420,Dwarka,Charge Sheet Filed
FIR3210,2024-10-14 00:40:31,Hyderabad,Telangana,"458 Main Road, Hyderabad, Telangana",17.497052,78.413502,Burglary,IPC 323,Karol Bagh,Closed
FIR3211,2023-04-16 12:09:31,Guwahati,Assam,"463 Gali, Guwahati, Assam",26.245508,91.66915,Murder,IPC 498A,RK Puram,Under Investigation
FIR3212,2025-09-11 21:49:05,Delhi,Delhi,"969 Main Road, Delhi, Delhi",28.353696,77.199631,Kidnapping,IPC 392,Chanakyapuri,Charge Sheet Filed
FIR3213,2025-11-23 22:55:51,Kolkata,West Bengal,"555 Main Road, Kolkata, West Bengal",22.506567,88.377142,Harassment,IPC 498A,Lajpat Nagar,Closed
FIR3214,2025-06-19 21:04:01,Guwahati,Assam,"856 Main Road, Guwahati, Assam",26.375752,91.476398,Harassment,IPC 376,Lajpat Nagar,Closed
FIR3215,2025-02-07 05:57:35,Guwahati,Assam,"614 Sector, Guwahati, Assam",25.977368,91.98134,Burglary,IPC 420,Dwarka,Under Investigation
FIR3216,2025-02-08 02:37:36,Srinagar,Jammu & Kashmir,"529 Main Road, Srinagar, Jammu & Kashmir",34.363758,74.932845,Cyber Crime,IPC 420,Gurgaon East,Closed
FIR3217,2025-04-10 05:30:51,Chennai,Tamil Nadu,"521 Gali, Chennai, Tamil Nadu",12.917547,80.423323,Assault,IPC 498A,Lajpat Nagar,Charge Sheet Filed
FIR3218,2023-05-23 18:31:31,Srinagar,Jammu & Kashmir,"274 Main Road, Srinagar, Jammu & Kashmir",33.899937,74.977506,Murder,IPC 498A,Karol Bagh,Charge Sheet Filed
FIR3219,2023-06-24 14:00:36,Lucknow,Uttar Pradesh,"512 Sector, Lucknow, Uttar Pradesh",26.689991,81.036434,Murder,IPC 323,Chanakyapuri,Closed
FIR3220,2025-04-18 23:14:02,Delhi,Delhi,"946 Gali, Delhi, Delhi",28.570646,77.053848,Fraud,IPC 376,Chanakyapuri,Charge Sheet Filed
FIR3221,2024-11-08 11:15:45,Kolkata,West Bengal,"655 Main Road, Kolkata, West Bengal",22.728529,88.617825,Cyber Crime,IPC 498A,Lajpat Nagar,Closed
FIR3222,2025-02-16 02:41:08,Srinagar,Jammu & Kashmir,"433 Gali, Srinagar, Jammu & Kashmir",33.785757,74.922692,Assault,IPC 363,Gurgaon East,Under Investigation
FIR3223,2024-11-24 02:18:10,Guwahati,Assam,"677 Gali, Guwahati, Assam",26.405666,91.732699,Burglary,IPC 498A,Lajpat Nagar,Closed
FIR3224,2024-01-20 09:23:41,Guwahati,Assam,"341 Sector, Guwahati, Assam",26.044495,92.026985,Harassment,IPC 302,Gurgaon East,Charge Sheet Filed
FIR3225,2024-11-27 04:39:15,Lucknow,Uttar Pradesh,"158 Main Road, Lucknow, Uttar Pradesh",26.719939,80.958274,Theft,IPC 392,Karol Bagh,Closed
FIR3226,2023-07-10 23:13:11,Chennai,Tamil Nadu,"701 Gali, Chennai, Tamil Nadu",13.335686,80.054624,Murder,IPC 323,Gurgaon East,Closed
FIR3227,2025-08-22 07:58:50,Jaipur,Rajasthan,"968 Sector, Jaipur, Rajasthan",27.173662,76.051846,Theft,IPC 420,RK Puram,Closed
FIR3228,2024-10-03 03:25:56,Lucknow,Uttar Pradesh,"815 Gali, Lucknow, Uttar Pradesh",27.05849,81.041309,Burglary,IPC 392,Gurgaon East,Closed
FIR3229,2024-03-03 01:58:17,Guwahati,Assam,"981 Gali, Guwahati, Assam",26.412813,91.860196,Dowry,IPC 498A,RK Puram,Under Investigation
FIR3230,2024-10-02 13:12:45,Lucknow,Uttar Pradesh,"332 Main Road, Lucknow, Uttar Pradesh",26.830012,81.00481,Cyber Crime,IPC 376,RK Puram,Under Investigation
FIR3231,2024-07-11 16:22:18,Bangalore,Karnataka,"571 Gali, Bangalore, Karnataka",13.043494,77.884718,Murder,IPC 323,Karol Bagh,Under Investigation
FIR3232,2023-02-20 04:58:48,Prayagraj,Uttar Pradesh,"443 Gali, Prayagraj, Uttar Pradesh",25.513937,81.744,Kidnapping,IPC 302,Lajpat Nagar,Charge Sheet Filed
FIR3233,2025-07-25 03:02:43,Kolkata,West Bengal,"106 Main Road, Kolkata, West Bengal",22.702125,88.284765,Harassment,IPC 363,Gurgaon East,Closed
FIR3234,2024-11-13 12:36:53,Chennai,Tamil Nadu,"785 Main Road, Chennai, Tamil Nadu",13.320789,80.329235,Fraud,IPC 376,Karol Bagh,Under Investigation
FIR3235,2023-10-08 07:58:53,Patna,Bihar,"463 Gali, Patna, Bihar",25.422118,85.139335,Burglary,IPC 498A,Noida Sector 20,Charge Sheet Filed
FIR3236,2024-04-13 14:21:18,Bangalore,Karnataka,"787 Main Road, Bangalore, Karnataka",12.692028,77.309393,Fraud,IPC 498A,Gurgaon East,Under Investigation
FIR3237,2023-05-09 02:56:27,Guwahati,Assam,"471 Main Road, Guwahati, Assam",26.399347,91.455968,Murder,IPC 323,Chanakyapuri,Closed
FIR3238,2023-06-15 04:16:25,Delhi,Delhi,"416 Sector, Delhi, Delhi",28.340872,76.909923,Harassment,IPC 302,Gurgaon East,Charge Sheet Filed
FIR3239,2024-11-07 11:56:34,Hyderabad,Telangana,"199 Gali, Hyderabad, Telangana",17.413995,78.289523,Dowry,IPC 363,Noida Sector 20,Charge Sheet Filed
FIR3240,2025-01-21 16:16:05,Guwahati,Assam,"938 Sector, Guwahati, Assam",26.314791,91.597393,Dowry,IPC 302,Chanakyapuri,Charge Sheet Filed
FIR3241,2024-06-15 18:44:40,Jaipur,Rajasthan,"428 Main Road, Jaipur, Rajasthan",26.881028,75.647713,Cyber Crime,IPC 498A,Chanakyapuri,Closed
FIR3242,2025-05-02 22:19:41,Chennai,Tamil Nadu,"134 Gali, Chennai, Tamil Nadu",13.12859,80.088641,Assault,IPC 302,Chanakyapuri,Closed
FIR3243,2023-11-18 05:01:14,Delhi,Delhi,"124 Gali, Delhi, Delhi",28.653724,77.202714,Theft,IPC 302,Lajpat Nagar,Under Investigation
FIR3244,2025-08-12 14:22:14,Bangalore,Karnataka,"445 Sector, Bangalore, Karnataka",13.077618,77.428506,Murder,IPC 376,Karol Bagh,Charge Sheet Filed
FIR3245,2023-12-01 21:39:43,Chennai,Tamil Nadu,"118 Sector, Chennai, Tamil Nadu",13.267562,80.036502,Murder,IPC 392,Karol Bagh,Under Investigation
FIR3246,2025-03-19 12:20:15,Lucknow,Uttar Pradesh,"492 Gali, Lucknow, Uttar Pradesh",26.835676,80.836497,Cyber Crime,IPC 376,Gurgaon East,Under Investigation
FIR3247,2024-03-26 01:33:33,Patna,Bihar,"748 Gali, Patna, Bihar",25.63989,85.082433,Theft,IPC 498A,Chanakyapuri,Under Investigation
FIR3248,2025-12-23 00:52:31,Mumbai,Maharashtra,"845 Gali, Mumbai, Maharashtra",19.051192,72.954405,Murder,IPC 302,Chanakyapuri,Under Investigation
FIR3249,2025-11-25 23:01:16,Srinagar,Jammu & Kashmir,"677 Sector, Srinagar, Jammu & Kashmir",34.05924,74.800981,Dowry,IPC 392,Gurgaon East,Charge Sheet Filed
FIR3250,2023-07-22 14:59:43,Kolkata,West Bengal,"432 Main Road, Kolkata, West Bengal",22.803532,88.136352,Fraud,IPC 363,Noida Sector 20,Charge Sheet Filed
FIR3251,2023-03-25 14:35:03,Srinagar,Jammu & Kashmir,"286 Main Road, Srinagar, Jammu & Kashmir",33.939492,74.704648,Theft,IPC 498A,RK Puram,Closed
FIR3252,2025-08-29 12:48:13,Chennai,Tamil Nadu,"950 Gali, Chennai, Tamil Nadu",12.844828,80.198247,Theft,IPC 323,RK Puram,Charge Sheet Filed
FIR3253,2025-02-03 06:31:53,Chennai,Tamil Nadu,"270 Main Road, Chennai, Tamil Nadu",12.78662,80.174062,Murder,IPC 323,RK Puram,Charge Sheet Filed
FIR3254,2023-09-12 18:41:23,Prayagraj,Uttar Pradesh,"803 Sector, Prayagraj, Uttar Pradesh",25.73574,81.684174,Burglary,IPC 376,Noida Sector 20,Under Investigation
FIR3255,2024-03-28 21:37:01,Kolkata,West Bengal,"209 Gali, Kolkata, West Bengal",22.387102,88.387674,Burglary,IPC 363,Noida Sector 20,Closed
FIR3256,2023-05-30 01:43:25,Mumbai,Maharashtra,"135 Gali, Mumbai, Maharashtra",19.241595,72.785909,Dowry,IPC 363,Dwarka,Charge Sheet Filed
FIR3257,2024-02-19 00:40:37,Prayagraj,Uttar Pradesh,"721 Main Road, Prayagraj, Uttar Pradesh",25.589082,82.120973,Burglary,IPC 420,Dwarka,Charge Sheet Filed
FIR3258,2025-12-22 06:35:25,Bangalore,Karnataka,"213 Gali, Bangalore, Karnataka",13.246749,77.443426,Murder,IPC 302,Gurgaon East,Closed
FIR3259,2025-05-08 02:12:12,Guwahati,Assam,"235 Sector, Guwahati, Assam",25.998801,91.736697,Harassment,IPC 376,Chanakyapuri,Charge Sheet Filed
FIR3260,2025-01-20 16:29:30,Lucknow,Uttar Pradesh,"936 Main Road, Lucknow, Uttar Pradesh",26.676052,80.936366,Kidnapping,IPC 302,Noida Sector 20,Under Investigation
FIR3261,2023-05-18 07:46:11,Patna,Bihar,"613 Sector, Patna, Bihar",25.560251,85.053843,Harassment,IPC 376,Karol Bagh,Closed
FIR3262,2023-01-25 15:40:14,Bangalore,Karnataka,"240 Sector, Bangalore, Karnataka",12.942645,77.584896,Murder,IPC 420,Chanakyapuri,Closed
FIR3263,2024-12-20 05:41:57,Prayagraj,Uttar Pradesh,"244 Sector, Prayagraj, Uttar Pradesh",25.435572,81.912596,Burglary,IPC 498A,Lajpat Nagar,Charge Sheet Filed
FIR3264,2025-10-28 12:35:54,Bangalore,Karnataka,"564 Sector, Bangalore, Karnataka",13.017119,77.301372,Assault,IPC 420,RK Puram,Closed
FIR3265,2023-12-27 15:18:16,Srinagar,Jammu & Kashmir,"714 Sector, Srinagar, Jammu & Kashmir",34.256636,75.063465,Theft,IPC 363,Karol Bagh,Closed
FIR3266,2025-03-05 13:43:29,Chennai,Tamil Nadu,"662 Gali, Chennai, Tamil Nadu",13.049477,80.367839,Kidnapping,IPC 302,Dwarka,Charge Sheet Filed
FIR3267,2023-03-25 06:44:52,Jaipur,Rajasthan,"899 Gali, Jaipur, Rajasthan",26.760437,75.800857,Dowry,IPC 376,Noida Sector 20,Closed
FIR3268,2024-05-09 08:51:27,Srinagar,Jammu & Kashmir,"557 Gali, Srinagar, Jammu & Kashmir",34.249936,74.944365,Kidnapping,IPC 392,Dwarka,Charge Sheet Filed
FIR3269,2023-01-03 17:47:19,Lucknow,Uttar Pradesh,"150 Sector, Lucknow, Uttar Pradesh",26.99203,80.772502,Murder,IPC 302,Gurgaon East,Charge Sheet Filed
FIR3270,2023-06-06 20:31:22,Hyderabad,Telangana,"738 Sector, Hyderabad, Telangana",17.601074,78.359975,Murder,IPC 392,RK Puram,Closed
FIR3271,2024-09-13 10:49:12,Delhi,Delhi,"776 Sector, Delhi, Delhi",28.327564,77.195296,Dowry,IPC 376,RK Puram,Charge Sheet Filed
FIR3272,2023-09-26 14:18:25,Lucknow,Uttar Pradesh,"220 Sector, Lucknow, Uttar Pradesh",27.072643,80.65298,Kidnapping,IPC 498A,Karol Bagh,Closed
FIR3273,2023-12-18 00:53:34,Hyderabad,Telangana,"430 Sector, Hyderabad, Telangana",17.682282,78.569747,Kidnapping,IPC 498A,Noida Sector 20,Under Investigation
FIR3274,2025-11-26 04:15:03,Lucknow,Uttar Pradesh,"929 Sector, Lucknow, Uttar Pradesh",27.103626,80.805211,Fraud,IPC 363,Dwarka,Charge Sheet Filed
FIR3275,2024-11-07 06:52:31,Prayagraj,Uttar Pradesh,"902 Sector, Prayagraj, Uttar Pradesh",25.149179,82.050418,Fraud,IPC 420,Dwarka,Charge Sheet Filed
FIR3276,2024-01-11 22:22:38,Srinagar,Jammu & Kashmir,"617 Main Road, Srinagar, Jammu & Kashmir",33.97124,74.889833,Murder,IPC 392,Chanakyapuri,Charge Sheet Filed
FIR3277,2023-11-11 00:35:04,Patna,Bihar,"518 Gali, Patna, Bihar",25.456188,85.010068,Dowry,IPC 392,Dwarka,Closed
FIR3278,2025-03-07 07:57:55,Delhi,Delhi,"789 Sector, Delhi, Delhi",28.398581,77.059621,Murder,IPC 498A,Gurgaon East,Under Investigation
FIR3279,2023-06-23 13:00:51,Bangalore,Karnataka,"957 Sector, Bangalore, Karnataka",12.849499,77.798952,Kidnapping,IPC 498A,Chanakyapuri,Closed
FIR3280,2024-11-25 15:31:48,Bangalore,Karnataka,"323 Sector, Bangalore, Karnataka",12.811979,77.652,Kidnapping,IPC 302,Dwarka,Under Investigation
FIR3281,2024-04-15 06:19:07,Lucknow,Uttar Pradesh,"545 Sector, Lucknow, Uttar Pradesh",26.862533,81.059484,Theft,IPC 498A,RK Puram,Charge Sheet Filed
FIR3282,2025-05-11 18:58:17,Lucknow,Uttar Pradesh,"583 Gali, Lucknow, Uttar Pradesh",26.769363,81.245528,Kidnapping,IPC 363,Dwarka,Closed
FIR3283,2024-06-04 17:47:38,Kolkata,West Bengal,"251 Sector, Kolkata, West Bengal",22.671817,88.547115,Murder,IPC 376,Karol Bagh,Charge Sheet Filed
FIR3284,2024-12-02 09:28:02,Lucknow,Uttar Pradesh,"923 Main Road, Lucknow, Uttar Pradesh",26.85588,81.205403,Murder,IPC 392,Dwarka,Charge Sheet Filed
FIR3285,2024-04-02 12:57:36,Lucknow,Uttar Pradesh,"453 Main Road, Lucknow, Uttar Pradesh",26.669044,81.04325,Assault,IPC 302,Karol Bagh,Charge Sheet Filed
FIR3286,2025-08-05 20:50:25,Kolkata,West Bengal,"945 Gali, Kolkata, West Bengal",22.601514,88.544304,Kidnapping,IPC 376,Noida Sector 20,Closed
FIR3287,2024-04-13 08:45:18,Kolkata,West Bengal,"239 Main Road, Kolkata, West Bengal",22.640445,88.255192,Theft,IPC 420,RK Puram,Charge Sheet Filed
FIR3288,2023-04-19 10:14:34,Bangalore,Karnataka,"399 Main Road, Bangalore, Karnataka",13.106189,77.719411,Cyber Crime,IPC 363,Karol Bagh,Under Investigation
FIR3289,2023-12-11 17:20:27,Patna,Bihar,"514 Main Road, Patna, Bihar",25.691821,85.392136,Dowry,IPC 420,Chanakyapuri,Charge Sheet Filed
FIR3290,2025-07-21 22:45:10,Mumbai,Maharashtra,"960 Main Road, Mumbai, Maharashtra",19.198037,72.816932,Burglary,IPC 420,Gurgaon East,Charge Sheet Filed
FIR3291,2025-07-05 18:57:29,Hyderabad,Telangana,"350 Main Road, Hyderabad, Telangana",17.535687,78.2249,Theft,IPC 420,Karol Bagh,Charge Sheet Filed
FIR3292,2023-05-07 19:46:15,Lucknow,Uttar Pradesh,"766 Gali, Lucknow, Uttar Pradesh",26.891127,80.964623,Dowry,IPC 392,Chanakyapuri,Under Investigation
FIR3293,2024-05-17 18:33:56,Bangalore,Karnataka,"221 Main Road, Bangalore, Karnataka",12.899792,77.485501,Harassment,IPC 363,Noida Sector 20,Closed
FIR3294,2024-01-06 12:16:27,Srinagar,Jammu & Kashmir,"751 Main Road, Srinagar, Jammu & Kashmir",34.082438,74.535992,Murder,IPC 498A,Noida Sector 20,Charge Sheet Filed
FIR3295,2023-12-09 18:11:21,Bangalore,Karnataka,"265 Main Road, Bangalore, Karnataka",12.81444,77.855813,Fraud,IPC 498A,Gurgaon East,Under Investigation
FIR3296,2024-03-25 01:20:24,Kolkata,West Bengal,"145 Sector, Kolkata, West Bengal",22.501221,88.490714,Burglary,IPC 498A,Noida Sector 20,Charge Sheet Filed
FIR3297,2024-03-02 10:21:20,Chennai,Tamil Nadu,"903 Gali, Chennai, Tamil Nadu",12.919852,80.170774,Murder,IPC 302,Noida Sector 20,Charge Sheet Filed
FIR3298,2025-11-09 14:22:42,Kolkata,West Bengal,"147 Main Road, Kolkata, West Bengal",22.76095,88.348735,Dowry,IPC 363,Gurgaon East,Charge Sheet Filed
FIR3299,2023-11-05 03:00:24,Delhi,Delhi,"805 Gali, Delhi, Delhi",28.687577,77.448857,Theft,IPC 323,Noida Sector 20,Closed
FIR3300,2024-08-01 14:40:35,Prayagraj,Uttar Pradesh,"524 Gali, Prayagraj, Uttar Pradesh",25.513643,81.679922,Harassment,IPC 420,RK Puram,Under Investigation
FIR3301,2025-01-25 18:16:06,Prayagraj,Uttar Pradesh,"729 Sector, Prayagraj, Uttar Pradesh",25.288382,81.761348,Theft,IPC 323,Dwarka,Under Investigation
FIR3302,2025-04-15 13:56:49,Jaipur,Rajasthan,"841 Main Road, Jaipur, Rajasthan",27.098033,75.940486,Theft,IPC 498A,Chanakyapuri,Closed
FIR3303,2024-07-30 05:04:41,Guwahati,Assam,"896 Main Road, Guwahati, Assam",26.216624,91.646053,Cyber Crime,IPC 302,Noida Sector 20,Under Investigation
FIR3304,2023-04-09 07:21:48,Jaipur,Rajasthan,"743 Main Road, Jaipur, Rajasthan",26.923631,75.771712,Assault,IPC 420,Chanakyapuri,Under Investigation
FIR3305,2023-08-18 08:29:54,Jaipur,Rajasthan,"686 Sector, Jaipur, Rajasthan",27.039461,75.70779,Theft,IPC 498A,Noida Sector 20,Under Investigation
FIR3306,2024-02-01 20:45:14,Prayagraj,Uttar Pradesh,"626 Gali, Prayagraj, Uttar Pradesh",25.450069,81.851537,Kidnapping,IPC 363,Karol Bagh,Closed
FIR3307,2023-04-02 19:42:09,Patna,Bihar,"588 Main Road, Patna, Bihar",25.699216,84.910288,Cyber Crime,IPC 363,RK Puram,Closed
FIR3308,2025-06-06 19:58:59,Guwahati,Assam,"594 Sector, Guwahati, Assam",25.987648,91.901857,Burglary,IPC 302,Gurgaon East,Under Investigation
FIR3309,2025-10-26 06:32:09,Kolkata,West Bengal,"623 Sector, Kolkata, West Bengal",22.421673,88.468536,Assault,IPC 302,Chanakyapuri,Charge Sheet Filed
FIR3310,2025-03-09 17:51:35,Lucknow,Uttar Pradesh,"111 Main Road, Lucknow, Uttar Pradesh",26.958571,80.942265,Dowry,IPC 323,Noida Sector 20,Charge Sheet Filed
FIR3311,2025-06-29 04:24:36,Delhi,Delhi,"491 Gali, Delhi, Delhi",28.378641,77.080384,Harassment,IPC 498A,Chanakyapuri,Closed
FIR3312,2023-11-26 21:51:09,Kolkata,West Bengal,"769 Main Road, Kolkata, West Bengal",22.79035,88.182198,Kidnapping,IPC 302,Lajpat Nagar,Under Investigation
FIR3313,2023-01-12 20:34:23,Hyderabad,Telangana,"408 Gali, Hyderabad, Telangana",17.183057,78.424588,Cyber Crime,IPC 302,Chanakyapuri,Charge Sheet Filed
FIR3314,2024-06-29 18:29:53,Kolkata,West Bengal,"639 Gali, Kolkata, West Bengal",22.501899,88.237217,Harassment,IPC 323,Karol Bagh,Under Investigation
FIR3315,2024-05-07 06:16:13,Jaipur,Rajasthan,"790 Main Road, Jaipur, Rajasthan",26.625093,75.553305,Theft,IPC 363,Chanakyapuri,Charge Sheet Filed
FIR3316,2025-10-29 21:38:42,Chennai,Tamil Nadu,"208 Gali, Chennai, Tamil Nadu",12.800851,80.365602,Murder,IPC 302,Karol Bagh,Charge Sheet Filed
FIR3317,2024-06-17 19:18:23,Jaipur,Rajasthan,"562 Gali, Jaipur, Rajasthan",26.648138,75.837655,Theft,IPC 420,Dwarka,Charge Sheet Filed
FIR3318,2023-06-10 09:23:55,Bangalore,Karnataka,"214 Main Road, Bangalore, Karnataka",12.777127,77.750012,Fraud,IPC 498A,Chanakyapuri,Charge Sheet Filed
FIR3319,2024-08-21 14:53:56,Delhi,Delhi,"836 Sector, Delhi, Delhi",28.572913,77.099946,Harassment,IPC 420,RK Puram,Under Investigation
FIR3320,2025-02-24 22:49:06,Kolkata,West Bengal,"326 Gali, Kolkata, West Bengal",22.664824,88.47259,Kidnapping,IPC 420,Noida Sector 20,Under Investigation
FIR3321,2025-04-30 21:17:15,Kolkata,West Bengal,"265 Gali, Kolkata, West Bengal",22.607359,88.323511,Kidnapping,IPC 392,Dwarka,Closed
FIR3322,2023-03-04 18:55:06,Srinagar,Jammu & Kashmir,"452 Sector, Srinagar, Jammu & Kashmir",34.304806,74.856467,Burglary,IPC 420,Dwarka,Under Investigation
FIR3323,2024-03-06 19:41:14,Jaipur,Rajasthan,"164 Main Road, Jaipur, Rajasthan",27.115769,75.916631,Murder,IPC 302,Noida Sector 20,Under Investigation
FIR3324,2025-02-21 10:34:22,Srinagar,Jammu & Kashmir,"819 Sector, Srinagar, Jammu & Kashmir",34.328032,74.828852,Cyber Crime,IPC 376,Lajpat Nagar,Under Investigation
FIR3325,2025-03-17 16:47:54,Hyderabad,Telangana,"129 Main Road, Hyderabad, Telangana",17.122944,78.642779,Assault,IPC 323,Noida Sector 20,Charge Sheet Filed
FIR3326,2023-03-30 08:14:07,Guwahati,Assam,"885 Main Road, Guwahati, Assam",26.336146,91.687721,Burglary,IPC 363,Noida Sector 20,Closed
FIR3327,2025-05-26 10:15:01,Patna,Bihar,"601 Main Road, Patna, Bihar",25.373692,85.287577,Kidnapping,IPC 323,Gurgaon East,Closed
FIR3328,2024-04-08 10:54:29,Patna,Bihar,"227 Main Road, Patna, Bihar",25.624498,85.314755,Burglary,IPC 363,Noida Sector 20,Under Investigation
FIR3329,2023-09-02 21:54:47,Srinagar,Jammu & Kashmir,"972 Main Road, Srinagar, Jammu & Kashmir",34.246682,74.861031,Burglary,IPC 302,Lajpat Nagar,Charge Sheet Filed
FIR3330,2023-07-03 07:51:24,Srinagar,Jammu & Kashmir,"627 Main Road, Srinagar, Jammu & Kashmir",34.152244,74.850836,Dowry,IPC 363,Noida Sector 20,Under Investigation
FIR3331,2024-10-26 07:12:24,Mumbai,Maharashtra,"214 Sector, Mumbai, Maharashtra",18.956673,72.662508,Burglary,IPC 323,Lajpat Nagar,Under Investigation
FIR3332,2024-12-09 11:41:58,Guwahati,Assam,"672 Gali, Guwahati, Assam",26.313129,91.787441,Dowry,IPC 363,Noida Sector 20,Charge Sheet Filed
FIR3333,2025-09-10 09:10:11,Patna,Bihar,"390 Main Road, Patna, Bihar",25.344352,85.07544,Cyber Crime,IPC 498A,Dwarka,Closed
FIR3334,2025-01-20 00:33:02,Lucknow,Uttar Pradesh,"439 Main Road, Lucknow, Uttar Pradesh",26.984961,80.649186,Assault,IPC 363,RK Puram,Closed
FIR3335,2025-10-05 02:09:21,Srinagar,Jammu & Kashmir,"313 Main Road, Srinagar, Jammu & Kashmir",34.049361,74.773491,Assault,IPC 302,Dwarka,Closed
FIR3336,2024-07-19 04:15:59,Bangalore,Karnataka,"891 Gali, Bangalore, Karnataka",12.67406,77.484855,Fraud,IPC 420,Noida Sector 20,Charge Sheet Filed
FIR3337,2023-02-18 22:24:27,Guwahati,Assam,"429 Main Road, Guwahati, Assam",26.027345,91.618492,Murder,IPC 392,Lajpat Nagar,Under Investigation
FIR3338,2023-01-01 23:54:57,Chennai,Tamil Nadu,"878 Main Road, Chennai, Tamil Nadu",13.292473,80.406206,Harassment,IPC 392,Dwarka,Charge Sheet Filed
FIR3339,2025-01-27 23:32:37,Jaipur,Rajasthan,"453 Sector, Jaipur, Rajasthan",27.091414,75.568779,Kidnapping,IPC 376,Noida Sector 20,Charge Sheet Filed
FIR3340,2025-03-12 10:47:34,Jaipur,Rajasthan,"982 Main Road, Jaipur, Rajasthan",26.900247,75.941421,Dowry,IPC 302,Lajpat Nagar,Under Investigation
FIR3341,2023-09-02 19:21:19,Hyderabad,Telangana,"291 Gali, Hyderabad, Telangana",17.30249,78.346478,Fraud,IPC 363,Dwarka,Charge Sheet Filed
FIR3342,2025-11-14 16:56:53,Prayagraj,Uttar Pradesh,"855 Sector, Prayagraj, Uttar Pradesh",25.532692,81.817016,Kidnapping,IPC 323,Chanakyapuri,Charge Sheet Filed
FIR3343,2025-05-13 07:39:48,Lucknow,Uttar Pradesh,"285 Main Road, Lucknow, Uttar Pradesh",26.857418,81.191574,Dowry,IPC 420,Lajpat Nagar,Under Investigation
FIR3344,2023-04-11 15:19:33,Guwahati,Assam,"647 Sector, Guwahati, Assam",25.911523,91.797297,Theft,IPC 302,Chanakyapuri,Under Investigation
FIR3345,2024-11-22 07:21:18,Delhi,Delhi,"249 Main Road, Delhi, Delhi",28.633254,77.481139,Burglary,IPC 363,Karol Bagh,Closed
FIR3346,2025-06-30 09:54:49,Lucknow,Uttar Pradesh,"946 Gali, Lucknow, Uttar Pradesh",27.023742,81.081648,Theft,IPC 420,Noida Sector 20,Under Investigation
FIR3347,2024-08-11 14:15:03,Delhi,Delhi,"763 Gali, Delhi, Delhi",28.32984,77.223762,Fraud,IPC 323,Noida Sector 20,Under Investigation
FIR3348,2024-03-28 09:32:57,Lucknow,Uttar Pradesh,"127 Sector, Lucknow, Uttar Pradesh",26.629754,80.734375,Cyber Crime,IPC 498A,Gurgaon East,Charge Sheet Filed
FIR3349,2024-07-11 02:18:42,Chennai,Tamil Nadu,"394 Sector, Chennai, Tamil Nadu",13.212665,80.214782,Murder,IPC 323,Karol Bagh,Under Investigation
FIR3350,2025-11-25 06:45:46,Jaipur,Rajasthan,"429 Main Road, Jaipur, Rajasthan",26.767681,75.777896,Kidnapping,IPC 498A,Gurgaon East,Charge Sheet Filed
FIR3351,2025-06-16 16:05:45,Bangalore,Karnataka,"731 Main Road, Bangalore, Karnataka",13.162993,77.834905,Fraud,IPC 323,Gurgaon East,Closed
FIR3352,2023-01-18 03:07:37,Kolkata,West Bengal,"900 Sector, Kolkata, West Bengal",22.478414,88.621924,Harassment,IPC 302,Dwarka,Closed
FIR3353,2024-07-12 09:20:50,Guwahati,Assam,"507 Sector, Guwahati, Assam",25.93561,91.970457,Assault,IPC 376,Noida Sector 20,Closed
FIR3354,2025-06-07 07:29:47,Patna,Bihar,"305 Main Road, Patna, Bihar",25.319482,85.183133,Murder,IPC 498A,Gurgaon East,Under Investigation
FIR3355,2025-06-19 10:37:36,Kolkata,West Bengal,"829 Sector, Kolkata, West Bengal",22.739754,88.506349,Cyber Crime,IPC 392,RK Puram,Under Investigation
FIR3356,2025-10-10 22:22:21,Lucknow,Uttar Pradesh,"237 Sector, Lucknow, Uttar Pradesh",27.018694,80.755977,Theft,IPC 392,Gurgaon East,Under Investigation
FIR3357,2024-02-28 20:34:56,Prayagraj,Uttar Pradesh,"718 Gali, Prayagraj, Uttar Pradesh",25.321459,81.851826,Murder,IPC 498A,Noida Sector 20,Charge Sheet Filed
FIR3358,2025-05-02 09:46:35,Chennai,Tamil Nadu,"965 Gali, Chennai, Tamil Nadu",12.787908,80.38282,Assault,IPC 498A,Lajpat Nagar,Under Investigation
FIR3359,2024-08-21 10:54:32,Chennai,Tamil Nadu,"790 Sector, Chennai, Tamil Nadu",13.358469,80.179701,Murder,IPC 420,Dwarka,Charge Sheet Filed
FIR3360,2024-08-10 13:16:43,Mumbai,Maharashtra,"972 Main Road, Mumbai, Maharashtra",19.166036,72.997187,Theft,IPC 376,Karol Bagh,Closed
FIR3361,2024-05-30 23:47:55,Delhi,Delhi,"282 Main Road, Delhi, Delhi",28.50928,77.166156,Theft,IPC 363,Lajpat Nagar,Closed
