Call_ID,Timestamp,City,State,Latitude,Longitude,Emergency_Type,Priority,Response_Time(min),Resolved
1121269,2024-12-11 09:25:26,Guwahati,Assam,26.076999,91.796987,Fire,Low,30,No
1121270,2024-03-04 23:29:31,Mumbai,Maharashtra,19.097427,72.842349,Robbery,High,44,No
1121271,2023-02-21 12:45:40,Kolkata,West Bengal,22.495266,88.445377,Medical Emergency,High,35,No
1121272,2024-06-13 08:42:17,Jaipur,Rajasthan,26.855704,75.985095,Chain Snatching,Medium,29,No
1121273,2025-08-18 11:37:43,Patna,Bihar,25.496889,85.344797,Medical Emergency,Medium,30,No
1121274,2023-09-12 16:09:07,Prayagraj,Uttar Pradesh,25.534919,81.866299,Theft,High,10,No
1121275,2024-02-26 13:07:50,Kolkata,West Bengal,22.769646,88.194383,Road Accident,Low,59,No
1121276,2024-07-26 09:07:05,Bangalore,Karnataka,13.075652,77.52451,Theft,High,36,Yes
1121277,2025-05-16 04:18:53,Srinagar,Jammu & Kashmir,33.798595,74.814858,Theft,Low,35,No
1121278,2025-08-10 02:16:02,Patna,Bihar,25.853931,85.339417,Robbery,High,53,No
1121279,2024-02-09 10:09:26,Srinagar,Jammu & Kashmir,33.878729,74.995364,Eve Teasing,Medium,58,Yes
1121280,2024-09-02 07:06:36,Kolkata,West Bengal,22.731177,88.256502,Theft,High,13,Yes
1121281,2023-12-13 14:19:26,Guwahati,Assam,26.23992,91.914574,Medical Emergency,High,46,No
1121282,2023-07-06 10:21:35,Guwahati,Assam,26.223217,91.540918,Fire,Low,55,No
1121283,2024-03-06 00:34:29,Bangalore,Karnataka,13.140819,77.439342,Road Accident,Low,4,Yes
1121284,2023-02-16 13:16:01,Hyderabad,Telangana,17.640378,78.313085,Domestic Abuse,Medium,35,No
1121285,2024-04-19 16:40:10,Patna,Bihar,25.829654,85.059859,Domestic Abuse,High,3,Yes
1121286,2024-04-08 21:55:48,Patna,Bihar,25.722305,85.310851,Eve Teasing,High,21,Yes
1121287,2023-08-05 16:23:05,Guwahati,Assam,26.168933,91.599779,Robbery,Low,44,No
1121288,2025-06-27 11:50:35,Kolkata,West Bengal,22.513177,88.291723,Road Accident,Medium,56,No
1121289,2025-02-15 22:26:41,Hyderabad,Telangana,17.507455,78.696885,Chain Snatching,High,38,Yes
1121290,2025-05-23 23:12:09,Prayagraj,Uttar Pradesh,25.49461,81.608349,Kidnapping,Medium,5,Yes
1121291,2024-12-20 08:31:41,Jaipur,Rajasthan,27.05251,75.798148,Kidnapping,Low,52,Yes
1121292,2024-06-03 17:27:08,Chennai,Tamil Nadu,12.796889,80.40751,Robbery,Low,13,Yes
1121293,2023-10-09 07:48:12,Jaipur,Rajasthan,26.793785,75.786305,Domestic Abuse,Low,58,No
1121294,2024-10-22 08:53:09,Prayagraj,Uttar Pradesh,25.735675,82.078996,Theft,Low,36,No
1121295,2025-01-23 12:55:07,Bangalore,Karnataka,12.741754,77.558981,Domestic Abuse,High,36,Yes
1121296,2023-10-03 09:32:19,Srinagar,Jammu & Kashmir,34.014171,75.093554,Kidnapping,Medium,53,Yes
1121297,2025-03-29 16:50:29,Guwahati,Assam,26.064705,91.477644,Theft,Medium,15,No
1121298,2025-04-03 15:40:57,Patna,Bihar,25.603696,84.889765,Robbery,Medium,14,Yes
1121299,2024-05-23 10:29:06,Hyderabad,Telangana,17.086986,78.466972,Eve Teasing,Low,60,Yes
1121300,2024-02-16 02:25:52,Delhi,Delhi,28.328967,77.330682,Medical Emergency,Medium,56,Yes
1121301,2024-11-10 16:24:01,Hyderabad,Telangana,17.168493,78.312426,Road Accident,Low,32,Yes
1121302,2024-07-15 21:12:40,Lucknow,Uttar Pradesh,27.024393,81.094902,Robbery,Low,5,Yes
1121303,2025-12-26 16:27:10,Mumbai,Maharashtra,18.90876,73.169201,Road Accident,Low,20,Yes
1121304,2024-03-14 02:08:29,Bangalore,Karnataka,12.900245,77.700193,Eve Teasing,Low,4,Yes
1121305,2025-01-28 13:26:34,Prayagraj,Uttar Pradesh,25.718653,82.05644,Fire,High,59,Yes
1121306,2024-05-18 18:34:47,Jaipur,Rajasthan,26.929402,75.557839,Chain Snatching,Medium,25,No
1121307,2025-10-03 21:10:28,Bangalore,Karnataka,12.873249,77.307848,Chain Snatching,High,34,No
1121308,2023-07-23 05:35:56,Mumbai,Maharashtra,18.806851,72.715822,Robbery,High,59,Yes
1121309,2023-07-25 08:59:26,Srinagar,Jammu & Kashmir,34.114088,74.498192,Eve Teasing,High,4,No
1121310,2025-08-25 02:04:18,Chennai,Tamil Nadu,13.037499,80.446741,Fire,Low,19,No
1121311,2024-01-09 20:26:00,Hyderabad,Telangana,17.158967,78.51552,Chain Snatching,High,14,No
1121312,2023-08-17 17:14:59,Guwahati,Assam,26.085944,91.444619,Medical Emergency,Medium,29,No
1121313,2024-06-10 14:58:27,Srinagar,Jammu & Kashmir,34.162296,75.089916,Domestic Abuse,Low,18,No
1121314,2024-01-30 23:09:21,Patna,Bihar,25.808405,84.974453,Chain Snatching,Medium,23,Yes
1121315,2025-04-25 15:22:54,Delhi,Delhi,28.676701,77.122668,Kidnapping,Medium,10,Yes
1121316,2025-05-06 23:31:25,Kolkata,West Bengal,22.391927,88.19136,Chain Snatching,High,42,Yes
1121317,2025-07-14 08:54:42,Jaipur,Rajasthan,26.893932,75.882064,Theft,High,51,Yes
1121318,2024-12-11 04:43:35,Jaipur,Rajasthan,26.997711,75.738854,Fire,Low,38,No
1121319,2023-02-08 20:12:52,Chennai,Tamil Nadu,12.973107,80.466151,Robbery,Low,24,Yes
1121320,2024-12-07 11:00:25,Guwahati,Assam,26.373494,91.734267,Theft,High,20,Yes
1121321,2023-11-16 07:09:18,Patna,Bihar,25.844909,84.866396,Theft,Medium,58,Yes
1121322,2024-05-07 05:27:44,Prayagraj,Uttar Pradesh,25.242728,81.962751,Medical Emergency,Low,57,Yes
1121323,2024-08-05 11:25:46,Srinagar,Jammu & Kashmir,33.848865,74.982846,Chain Snatching,High,29,Yes
1121324,2024-10-17 05:29:23,Jaipur,Rajasthan,26.794558,75.84035,Eve Teasing,Medium,60,Yes
1121325,2023-10-23 02:17:32,Srinagar,Jammu & Kashmir,34.158755,74.684362,Robbery,Low,39,Yes
1121326,2025-10-08 23:26:18,Hyderabad,Telangana,17.683284,78.625964,Medical Emergency,High,52,No
1121327,2024-02-22 08:42:23,Srinagar,Jammu & Kashmir,33.803064,74.696568,Fire,Medium,21,Yes
1121328,2023-05-13 22:21:37,Prayagraj,Uttar Pradesh,25.265983,82.013943,Fire,Medium,48,No
1121329,2025-11-14 13:59:20,Patna,Bihar,25.620442,84.86755,Chain Snatching,Low,17,No
1121330,2024-03-15 22:08:09,Mumbai,Maharashtra,18.792641,72.985806,Road Accident,High,37,No
1121331,2024-11-28 09:57:31,Jaipur,Rajasthan,26.806203,75.665658,Eve Teasing,Medium,40,Yes
1121332,2023-10-14 06:45:50,Patna,Bihar,25.882702,85.272718,Eve Teasing,Low,41,No
1121333,2023-01-13 07:01:30,Bangalore,Karnataka,12.930242,77.560158,Eve Teasing,Low,56,No
1121334,2024-11-14 02:37:06,Prayagraj,Uttar Pradesh,25.724441,82.052852,Robbery,Medium,20,No
1121335,2024-01-20 08:04:35,Guwahati,Assam,26.351376,91.681741,Kidnapping,Medium,18,Yes
1121336,2024-02-06 21:43:18,Kolkata,West Bengal,22.67976,88.38854,Kidnapping,Low,13,No
1121337,2025-12-15 02:19:27,Kolkata,West Bengal,22.605769,88.158197,Kidnapping,Low,14,No
1121338,2023-05-27 01:16:37,Srinagar,Jammu & Kashmir,34.178373,74.892785,Road Accident,Medium,60,No
1121339,2023-07-08 15:48:17,Lucknow,Uttar Pradesh,26.991042,81.159547,Fire,Low,12,Yes
1121340,2023-01-11 15:56:16,Patna,Bihar,25.72467,84.89959,Medical Emergency,Low,47,Yes
1121341,2024-08-13 01:12:37,Prayagraj,Uttar Pradesh,25.693607,81.771699,Medical Emergency,Medium,26,No
1121342,2023-05-22 04:01:30,Lucknow,Uttar Pradesh,26.962975,81.166899,Chain Snatching,Medium,2,Yes
1121343,2025-10-17 23:34:35,Srinagar,Jammu & Kashmir,33.910915,74.870836,Medical Emergency,Medium,23,Yes
1121344,2024-09-12 19:21:17,Chennai,Tamil Nadu,13.179512,80.016088,Medical Emergency,High,52,No
1121345,2025-12-04 11:38:31,Delhi,Delhi,28.734828,76.951586,Medical Emergency,Low,6,No
1121346,2023-05-11 22:51:53,Chennai,Tamil Nadu,12.964599,80.137971,Robbery,High,29,Yes
1121347,2023-05-10 09:47:36,Delhi,Delhi,28.528059,76.956905,Chain Snatching,High,52,Yes
1121348,2024-04-04 10:06:12,Chennai,Tamil Nadu,13.073063,80.023722,Theft,High,15,No
1121349,2024-10-12 19:20:43,Kolkata,West Bengal,22.814965,88.398702,Chain Snatching,High,6,Yes
1121350,2023-09-10 13:42:06,Kolkata,West Bengal,22.758267,88.240717,Domestic Abuse,Low,48,Yes
1121351,2025-12-25 19:15:18,Mumbai,Maharashtra,19.000676,72.908181,Robbery,Low,3,No
1121352,2023-10-23 16:10:21,Chennai,Tamil Nadu,13.064775,80.415032,Chain Snatching,Medium,1,No
1121353,2025-07-06 06:33:25,Delhi,Delhi,28.734287,77.102058,Medical Emergency,High,41,Yes
1121354,2024-10-16 18:12:10,Chennai,Tamil Nadu,13.307123,80.477129,Medical Emergency,High,2,No
1121355,2023-10-12 04:32:45,Guwahati,Assam,26.108773,91.600995,Domestic Abuse,High,46,Yes
1121356,2023-05-18 06:39:04,Delhi,Delhi,28.635419,76.925386,Road Accident,Low,15,Yes
1121357,2023-03-13 06:16:41,Patna,Bihar,25.562324,85.268391,Eve Teasing,Medium,50,Yes
1121358,2023-05-15 19:23:21,Lucknow,Uttar Pradesh,27.056931,81.131212,Chain Snatching,Medium,18,No
1121359,2023-07-06 15:18:01,Mumbai,Maharashtra,19.347403,72.837491,Road Accident,Medium,21,Yes
1121360,2023-10-09 06:03:49,Prayagraj,Uttar Pradesh,25.32132,81.650301,Fire,High,55,Yes
1121361,2025-08-25 21:50:05,Bangalore,Karnataka,12.826075,77.336284,Kidnapping,High,55,No
1121362,2024-06-08 05:18:42,Delhi,Delhi,28.504873,77.374805,Domestic Abuse,Medium,50,No
1121363,2023-01-26 09:58:13,Prayagraj,Uttar Pradesh,25.141817,82.047791,Kidnapping,High,2,No
1121364,2025-05-02 21:32:55,Chennai,Tamil Nadu,13.213199,80.308249,Robbery,Medium,32,No
1121365,2024-05-08 01:52:34,Guwahati,Assam,25.901574,91.720654,Medical Emergency,High,57,Yes
1121366,2024-12-20 04:21:43,Patna,Bihar,25.631295,84.912067,Kidnapping,Medium,55,No
1121367,2025-12-15 12:06:55,Mumbai,Maharashtra,19.039879,72.600854,Kidnapping,High,18,Yes
1121368,2025-09-12 20:26:26,Kolkata,West Bengal,22.544938,88.458802,Theft,Medium,35,Yes
1121369,2023-07-18 01:49:27,Hyderabad,Telangana,17.537058,78.678058,Eve Teasing,Low,40,No
1121370,2023-10-14 14:20:18,Patna,Bihar,25.519306,85.265871,Fire,High,30,No
1121371,2025-10-17 04:25:27,Srinagar,Jammu & Kashmir,34.306512,75.041688,Robbery,High,33,Yes
1121372,2024-04-12 16:45:32,Delhi,Delhi,28.358481,77.476299,Chain Snatching,Low,29,Yes
1121373,2023-06-20 19:10:22,Jaipur,Rajasthan,27.044445,76.071249,Robbery,Low,46,No
1121374,2023-12-29 00:14:22,Srinagar,Jammu & Kashmir,33.959649,74.998719,Robbery,Low,58,No
1121375,2023-09-02 09:44:41,Mumbai,Maharashtra,19.198821,73.009003,Chain Snatching,High,27,No
1121376,2024-02-26 04:41:28,Srinagar,Jammu & Kashmir,34.130378,74.861682,Chain Snatching,High,28,Yes
1121377,2023-04-22 09:42:22,Jaipur,Rajasthan,27.055783,75.593001,Theft,Medium,57,Yes
1121378,2025-07-20 10:13:29,Patna,Bihar,25.823314,84.875881,Robbery,Low,32,Yes
1121379,2023-05-30 12:55:37,Patna,Bihar,25.856213,84.93919,Domestic Abuse,High,60,No
1121380,2024-07-18 04:24:13,Bangalore,Karnataka,12.72953,77.836689,Road Accident,Low,37,No
1121381,2023-12-30 12:08:36,Bangalore,Karnataka,12.967221,77.391382,Road Accident,Low,20,Yes
1121382,2024-01-16 06:17:31,Patna,Bihar,25.522226,85.325656,Road Accident,Low,7,Yes
1121383,2023-05-27 03:05:09,Guwahati,Assam,26.34912,91.549681,Road Accident,Medium,47,No
1121384,2024-06-09 08:19:13,Chennai,Tamil Nadu,13.201587,80.384116,Theft,Medium,14,Yes
1121385,2023-02-01 22:08:11,Srinagar,Jammu & Kashmir,34.185097,74.940105,Eve Teasing,Medium,56,Yes
1121386,2025-12-24 00:47:03,Mumbai,Maharashtra,19.264405,73.064241,Medical Emergency,Low,58,Yes
1121387,2023-12-09 20:58:04,Delhi,Delhi,28.415607,77.00834,Medical Emergency,Medium,21,Yes
1121388,2023-02-11 15:15:41,Lucknow,Uttar Pradesh,26.906797,80.85484,Eve Teasing,Low,26,No
1121389,2023-03-27 23:01:40,Mumbai,Maharashtra,19.127053,73.056702,Eve Teasing,High,48,No
1121390,2025-06-18 21:55:34,Srinagar,Jammu & Kashmir,34.238017,74.730796,Chain Snatching,Medium,26,Yes
1121391,2023-05-18 06:43:22,Hyderabad,Telangana,17.448774,78.399048,Theft,Medium,39,Yes
1121392,2024-11-21 22:37:13,Srinagar,Jammu & Kashmir,34.327927,74.962689,Eve Teasing,Medium,24,Yes
1121393,2025-10-02 19:55:01,Chennai,Tamil Nadu,13.17101,80.361141,Chain Snatching,Low,54,No
1121394,2024-05-26 08:46:05,Prayagraj,Uttar Pradesh,25.519877,81.836834,Domestic Abuse,High,8,Yes
1121395,2023-07-06 17:07:58,Bangalore,Karnataka,13.056729,77.592113,Medical Emergency,High,30,No
1121396,2024-04-18 05:27:26,Kolkata,West Bengal,22.551037,88.489267,Domestic Abuse,Low,2,No
1121397,2023-03-19 12:58:05,Hyderabad,Telangana,17.455801,78.352006,Fire,Low,35,Yes
1121398,2025-06-08 00:43:11,Prayagraj,Uttar Pradesh,25.707626,81.759436,Kidnapping,High,24,No
1121399,2023-06-08 05:56:44,Srinagar,Jammu & Kashmir,33.874369,74.572625,Fire,Medium,27,Yes
1121400,2023-02-06 11:13:41,Lucknow,Uttar Pradesh,26.930909,80.909618,Fire,Low,16,Yes
1121401,2023-11-05 07:54:50,Guwahati,Assam,26.029329,91.8847,Fire,Medium,39,No
1121402,2023-06-21 01:01:45,Mumbai,Maharashtra,18.858949,73.077154,Theft,High,19,No
1121403,2024-12-03 21:40:19,Hyderabad,Telangana,17.580107,78.578467,Medical Emergency,Medium,51,Yes
1121404,2024-08-07 16:29:38,Bangalore,Karnataka,12.935048,77.446778,Eve Teasing,Medium,13,Yes
1121405,2024-06-18 11:50:33,Prayagraj,Uttar Pradesh,25.172483,81.673494,Eve Teasing,Low,39,No
1121406,2024-01-16 02:10:07,Chennai,Tamil Nadu,13.177965,80.206237,Medical Emergency,Medium,60,No
1121407,2025-09-15 17:25:07,Mumbai,Maharashtra,18.94639,72.706534,Robbery,Low,57,Yes
1121408,2025-04-15 18:49:58,Chennai,Tamil Nadu,13.083101,80.432702,Kidnapping,High,55,Yes
1121409,2025-03-30 16:13:06,Chennai,Tamil Nadu,12.786328,80.502434,Road Accident,High,6,No
1121410,2025-06-28 10:23:42,Mumbai,Maharashtra,18.800963,73.175611,Road Accident,Medium,45,No
1121411,2023-09-07 10:25:48,Patna,Bihar,25.616786,85.061413,Theft,Low,37,Yes
1121412,2024-10-25 05:40:30,Delhi,Delhi,28.684625,77.059029,Robbery,Medium,4,Yes
1121413,2024-03-14 21:09:26,Prayagraj,Uttar Pradesh,25.413488,81.917198,Theft,Low,3,Yes
1121414,2025-01-10 01:26:45,Mumbai,Maharashtra,19.089384,72.881334,Domestic Abuse,Low,7,No
1121415,2025-10-07 02:30:58,Patna,Bihar,25.819161,85.255909,Theft,Medium,18,Yes
1121416,2023-03-19 23:31:26,Delhi,Delhi,28.367198,76.998457,Theft,High,12,Yes
1121417,2025-12-01 03:39:57,Srinagar,Jammu & Kashmir,34.137539,74.767721,Medical Emergency,Medium,41,Yes
1121418,2024-08-03 00:47:33,Bangalore,Karnataka,12.812829,77.360245,Chain Snatching,High,48,Yes
1121419,2023-02-26 01:16:48,Mumbai,Maharashtra,19.046161,72.601614,Medical Emergency,High,47,No
1121420,2023-09-23 11:57:55,Jaipur,Rajasthan,26.674505,75.624204,Robbery,High,51,No
1121421,2025-02-20 15:52:12,Prayagraj,Uttar Pradesh,25.556665,81.616963,Eve Teasing,Medium,29,Yes
1121422,2025-10-19 03:33:20,Chennai,Tamil Nadu,13.140466,80.293179,Chain Snatching,Medium,22,No
1121423,2024-11-13 05:21:42,Patna,Bihar,25.741638,85.116472,Eve Teasing,Low,4,No
1121424,2023-04-18 00:11:44,Chennai,Tamil Nadu,12.792445,80.034887,Chain Snatching,Medium,19,Yes
1121425,2023-08-02 04:12:32,Chennai,Tamil Nadu,13.33788,80.018775,Eve Teasing,Medium,48,No
1121426,2025-09-25 06:21:55,Prayagraj,Uttar Pradesh,25.290778,81.658423,Medical Emergency,Low,40,Yes
1121427,2024-03-21 19:59:40,Kolkata,West Bengal,22.489774,88.314344,Theft,High,39,No
1121428,2025-05-26 13:57:31,Bangalore,Karnataka,13.05623,77.721397,Road Accident,High,11,Yes
1121429,2024-03-26 00:46:03,Prayagraj,Uttar Pradesh,25.299281,82.119591,Fire,Low,42,Yes
1121430,2023-05-23 22:53:30,Delhi,Delhi,28.584526,77.063108,Domestic Abuse,Medium,39,Yes
1121431,2024-06-14 17:25:01,Kolkata,West Bengal,22.5115,88.356502,Theft,High,13,Yes
1121432,2023-02-23 17:00:09,Bangalore,Karnataka,13.214297,77.384337,Domestic Abuse,Low,24,Yes
1121433,2024-11-05 20:53:16,Bangalore,Karnataka,12.693646,77.44246,Domestic Abuse,Medium,12,Yes
1121434,2025-11-23 03:14:33,Delhi,Delhi,28.741234,77.42934,Domestic Abuse,High,60,No
1121435,2024-01-02 10:36:42,Lucknow,Uttar Pradesh,27.02316,81.157049,Chain Snatching,High,37,No
1121436,2023-10-21 14:24:53,Lucknow,Uttar Pradesh,26.948263,80.995799,Fire,High,55,Yes
1121437,2025-07-10 16:22:50,Lucknow,Uttar Pradesh,26.968974,81.087706,Domestic Abuse,Medium,8,Yes
1121438,2023-08-31 21:25:12,Delhi,Delhi,28.757827,77.293541,Chain Snatching,High,9,Yes
1121439,2023-05-23 16:13:51,Kolkata,West Bengal,22.301819,88.523324,Eve Teasing,Low,16,Yes
1121440,2025-04-13 02:57:04,Delhi,Delhi,28.566035,77.225806,Domestic Abuse,Low,6,Yes
1121441,2024-02-11 04:11:40,Lucknow,Uttar Pradesh,27.096268,81.179268,Kidnapping,High,27,Yes
1121442,2023-04-19 01:54:01,Chennai,Tamil Nadu,13.108271,80.078381,Robbery,Low,51,No
1121443,2023-07-29 16:06:11,Hyderabad,Telangana,17.352397,78.502906,Robbery,Low,58,No
1121444,2025-09-23 19:38:11,Bangalore,Karnataka,13.099189,77.425459,Domestic Abuse,High,44,Yes
1121445,2024-06-19 22:50:35,Srinagar,Jammu & Kashmir,34.358928,74.631248,Fire,Medium,17,No
1121446,2025-01-03 23:07:57,Hyderabad,Telangana,17.169848,78.676281,Road Accident,High,32,Yes
1121447,2023-05-24 14:29:42,Delhi,Delhi,28.86014,76.970523,Kidnapping,Medium,13,No
1121448,2023-09-14 16:10:10,Delhi,Delhi,28.481107,77.003961,Theft,Medium,47,No
1121449,2025-02-06 02:47:17,Prayagraj,Uttar Pradesh,25.691437,82.010825,Domestic Abuse,Low,32,Yes
1121450,2024-01-24 06:08:35,Prayagraj,Uttar Pradesh,25.270639,81.733819,Medical Emergency,Low,59,Yes
1121451,2023-08-11 22:00:05,Hyderabad,Telangana,17.246092,78.460566,Fire,High,48,No
1121452,2024-04-26 23:39:16,Mumbai,Maharashtra,19.287693,72.891372,Road Accident,Medium,58,No
1121453,2023-11-22 00:54:43,Chennai,Tamil Nadu,12.921448,80.307059,Medical Emergency,Medium,16,Yes
1121454,2023-10-27 13:48:04,Hyderabad,Telangana,17.156229,78.602485,Eve Teasing,Medium,30,No
1121455,2023-06-13 22:14:37,Guwahati,Assam,26.359889,91.728498,Robbery,High,20,No
1121456,2023-06-21 02:25:26,Mumbai,Maharashtra,19.345279,73.095801,Road Accident,Low,45,Yes
1121457,2025-05-25 05:04:18,Delhi,Delhi,28.838227,77.463888,Fire,Medium,7,Yes
1121458,2024-07-22 11:08:52,Hyderabad,Telangana,17.581745,78.336615,Kidnapping,Low,60,No
1121459,2024-06-16 07:29:43,Hyderabad,Telangana,17.617022,78.302887,Eve Teasing,Low,12,Yes
1121460,2023-12-19 22:24:53,Patna,Bihar,25.466374,85.297241,Road Accident,High,53,No
1121461,2023-11-07 12:37:05,Hyderabad,Telangana,17.469108,78.454619,Road Accident,Low,35,Yes
1121462,2024-11-12 07:12:35,Bangalore,Karnataka,13.179064,77.776554,Road Accident,Medium,7,Yes
1121463,2023-03-27 09:48:47,Prayagraj,Uttar Pradesh,25.464093,82.04516,Fire,High,22,Yes
1121464,2025-10-08 05:46:19,Prayagraj,Uttar Pradesh,25.157391,81.606867,Kidnapping,Low,48,No
1121465,2023-04-12 06:24:56,Hyderabad,Telangana,17.375379,78.390993,Domestic Abuse,Medium,57,Yes
1121466,2023-01-15 16:06:07,Chennai,Tamil Nadu,13.044406,80.114051,Eve Teasing,High,58,Yes
1121467,2024-02-17 03:46:46,Jaipur,Rajasthan,26.735351,76.043558,Fire,High,14,Yes
1121468,2025-11-19 01:45:27,Mumbai,Maharashtra,19.209329,72.646095,Robbery,Medium,46,No
1121469,2025-05-12 08:32:09,Srinagar,Jammu & Kashmir,34.206475,74.73421,Theft,High,49,Yes
1121470,2025-09-06 23:48:56,Bangalore,Karnataka,13.006516,77.35653,Robbery,Low,29,No
1121471,2025-07-30 00:51:19,Bangalore,Karnataka,13.178326,77.307154,Domestic Abuse,Medium,16,Yes
1121472,2023-10-27 08:30:24,Patna,Bihar,25.570261,84.965935,Medical Emergency,Low,55,Yes
1121473,2024-12-20 09:26:42,Guwahati,Assam,25.965771,91.89608,Robbery,High,16,Yes
1121474,2024-04-26 21:09:40,Jaipur,Rajasthan,26.973456,75.995943,Eve Teasing,Medium,3,Yes
1121475,2023-03-21 08:38:03,Prayagraj,Uttar Pradesh,25.342514,81.568203,Robbery,Medium,14,No
1121476,2024-10-11 20:30:10,Chennai,Tamil Nadu,12.950074,80.274258,Kidnapping,Low,23,Yes
1121477,2025-09-12 16:13:20,Patna,Bihar,25.442601,85.209524,Domestic Abuse,Medium,58,No
1121478,2025-07-04 02:30:46,Mumbai,Maharashtra,18.924158,72.80075,Domestic Abuse,Low,50,No
1121479,2024-08-01 06:46:10,Mumbai,Maharashtra,18.846375,72.798713,Robbery,Medium,31,Yes
1121480,2025-06-13 16:16:37,Prayagraj,Uttar Pradesh,25.181006,81.737494,Road Accident,Medium,13,Yes
1121481,2024-04-18 18:36:02,Jaipur,Rajasthan,26.728432,75.632597,Road Accident,High,1,No
1121482,2023-02-15 05:08:21,Mumbai,Maharashtra,19.281547,72.977645,Domestic Abuse,Low,57,Yes
1121483,2025-01-02 22:35:56,Mumbai,Maharashtra,19.065317,72.873478,Eve Teasing,Medium,7,Yes
1121484,2024-06-22 21:52:42,Guwahati,Assam,26.278095,91.557368,Robbery,Low,60,No
1121485,2023-03-15 08:46:24,Kolkata,West Bengal,22.343162,88.282307,Domestic Abuse,Low,39,Yes
1121486,2024-10-28 05:12:25,Prayagraj,Uttar Pradesh,25.481728,81.861195,Robbery,High,24,No
1121487,2025-02-25 18:42:54,Bangalore,Karnataka,12.708565,77.832483,Medical Emergency,Medium,23,No
1121488,2025-04-14 08:50:12,Hyderabad,Telangana,17.593135,78.710653,Fire,High,4,No
1121489,2024-02-19 08:34:12,Guwahati,Assam,26.363256,91.744796,Fire,Low,7,Yes
1121490,2025-03-18 01:39:45,Chennai,Tamil Nadu,13.063374,80.375597,Medical Emergency,Low,3,No
1121491,2025-03-25 04:47:49,Guwahati,Assam,26.320269,91.864504,Road Accident,High,35,No
1121492,2023-02-10 03:54:36,Patna,Bihar,25.806733,85.002562,Robbery,Low,22,No
1121493,2024-07-02 10:08:28,Chennai,Tamil Nadu,12.943653,80.156037,Medical Emergency,Low,26,Yes
1121494,2025-02-16 12:17:08,Chennai,Tamil Nadu,13.125601,80.025798,Chain Snatching,High,22,Yes
1121495,2023-10-20 01:04:05,Patna,Bihar,25.878157,84.894503,Robbery,High,33,Yes
1121496,2023-11-19 03:43:22,Delhi,Delhi,28.397365,77.305162,Robbery,Low,10,Yes
1121497,2025-07-31 13:12:01,Mumbai,Maharashtra,18.961797,72.638499,Eve Teasing,Low,23,Yes
1121498,2025-02-25 06:16:55,Chennai,Tamil Nadu,13.068851,80.546676,Road Accident,High,1,No
1121499,2025-11-16 13:04:28,Patna,Bihar,25.738591,85.169391,Kidnapping,Low,11,No
1121500,2024-01-04 22:54:09,Hyderabad,Telangana,17.420468,78.278088,Road Accident,Low,4,No
1121501,2024-01-23 01:19:28,Chennai,Tamil Nadu,13.323757,80.086247,Eve Teasing,Medium,31,Yes
1121502,2024-08-03 20:04:36,Hyderabad,Telangana,17.179305,78.542155,Fire,High,30,No
1121503,2025-01-11 09:35:21,Bangalore,Karnataka,13.00359,77.59577,Chain Snatching,Low,47,No
1121504,2025-10-31 22:12:19,Chennai,Tamil Nadu,13.233881,80.464516,Medical Emergency,High,6,No
1121505,2023-01-02 20:33:28,Delhi,Delhi,28.803376,77.361591,Fire,High,27,Yes
1121506,2025-12-05 18:32:41,Bangalore,Karnataka,13.058527,77.82654,Road Accident,High,47,No
1121507,2024-05-25 02:21:03,Kolkata,West Bengal,22.823038,88.365373,Robbery,Low,6,Yes
1121508,2023-04-06 14:47:56,Srinagar,Jammu & Kashmir,34.284629,74.568204,Domestic Abuse,High,54,No
1121509,2023-11-12 07:59:22,Delhi,Delhi,28.698892,77.240756,Theft,Medium,27,Yes
1121510,2023-11-08 17:56:28,Guwahati,Assam,26.029516,91.752197,Theft,Medium,47,No
1121511,2024-02-02 04:00:53,Mumbai,Maharashtra,19.157297,72.749693,Road Accident,High,25,No
1121512,2024-07-03 05:49:25,Kolkata,West Bengal,22.833953,88.567126,Chain Snatching,Low,57,Yes
1121513,2024-07-23 13:55:33,Guwahati,Assam,25.99909,91.960773,Robbery,Medium,22,No
1121514,2024-06-10 19:58:06,Lucknow,Uttar Pradesh,26.559649,80.834043,Domestic Abuse,Low,9,Yes
1121515,2024-10-12 07:08:21,Delhi,Delhi,28.367275,76.950601,Chain Snatching,Low,12,Yes
1121516,2023-07-15 03:13:38,Prayagraj,Uttar Pradesh,25.395865,82.086246,Eve Teasing,Low,42,No
1121517,2024-05-23 09:59:15,Patna,Bihar,25.63948,85.245612,Theft,High,37,Yes
1121518,2025-02-12 13:07:14,Patna,Bihar,25.40882,84.88333,Domestic Abuse,Low,34,No
1121519,2023-11-24 16:17:16,Mumbai,Maharashtra,19.365804,72.803557,Road Accident,Medium,25,No
1121520,2023-02-05 20:11:07,Lucknow,Uttar Pradesh,26.877281,81.19358,Road Accident,High,13,No
1121521,2025-03-14 17:43:32,Bangalore,Karnataka,12.826128,77.890311,Chain Snatching,Medium,59,No
1121522,2023-11-17 05:38:15,Patna,Bihar,25.729503,85.087223,Eve Teasing,Low,53,Yes
1121523,2024-01-29 13:25:28,Jaipur,Rajasthan,26.845331,76.055073,Robbery,Medium,4,Yes
1121524,2024-04-12 00:50:43,Jaipur,Rajasthan,26.905898,75.865643,Chain Snatching,Low,56,No
